particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
62,-13,0,-187.3586769482,385.2617523812,1087.4083243186,1087.4083243186,-0.0234000843,0.0556634857,26.5156589231,0.105658,1
63,32,0,-464.75012094,188.6611464501,8398.451054627,8398.451054627,-0.9643611827,0.3914737794,975.2547346662,0.3548000002,0
63,13,0,-464.75012094,188.6611464501,8398.451054627,8398.451054627,-0.530624378,0.2666760244,430.3235259875,0.105658,-1
63,-13,0,-464.75012094,188.6611464501,8398.451054627,8398.451054627,-0.4337368052,0.1247977552,544.9312091593,0.1056579999,1
64,32,0,-133.237908394,240.6351946012,15811.2264944283,15811.2264944283,-0.0611832733,0.1105004503,215.8255019532,0.3548,0
64,13,0,-133.237908394,240.6351946012,15811.2264944283,15811.2264944283,-0.0779383333,-0.0734598281,62.5838087653,0.105658,-1
64,-13,0,-133.237908394,240.6351946012,15811.2264944283,15811.2264944283,0.01675506,0.1839602784,153.2416931909,0.105658,1
65,32,0,-375.0435072785,538.1056376252,4454.4084336099,4454.4084336099,-0.6280402707,0.9011008157,787.0524925762,0.3547999999,0
65,13,0,-375.0435072785,538.1056376252,4454.4084336099,4454.4084336099,-0.0596879575,0.2818584237,216.4493801359,0.105658,-1
65,-13,0,-375.0435072785,538.1056376252,4454.4084336099,4454.4084336099,-0.5683523127,0.6192423913,570.6031118737,0.1056579999,1
66,32,0,-94.8435622745,272.7981536905,16168.5210708226,16168.5210708226,-0.0669412641,0.1925428866,331.7293592227,0.3548,0
66,13,0,-94.8435622745,272.7981536905,16168.5210708226,16168.5210708226,0.0724425901,0.1837632651,221.477521345,0.105658,-1
66,-13,0,-94.8435622745,272.7981536905,16168.5210708226,16168.5210708226,-0.1393838542,0.0087796215,110.2518378707,0.105658,1
67,32,0,-192.6909001889,225.0399777783,12570.1015455887,12570.1015455887,-0.1831267593,0.2138702025,446.6717255604,0.3547999999,0
67,13,0,-192.6909001889,225.0399777783,12570.1015455887,12570.1015455887,-0.1933624168,0.0671759377,338.2569913627,0.1056580003,-1
67,-13,0,-192.6909001889,225.0399777783,12570.1015455887,12570.1015455887,0.0102356575,0.1466942649,108.4147341969,0.105658,1
68,32,0,-357.7342676942,173.0582594526,16126.5554182394,16126.5554182394,-0.831992486,0.4024863831,1093.0920063354,0.3548,0
68,13,0,-357.7342676942,173.0582594526,16126.5554182394,16126.5554182394,-0.5367097774,0.3829402396,675.1943208429,0.1056580002,-1
