particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
748,-13,0,-377.2222192475,469.5274621884,354102.7397485057,354102.7397485057,0.0068833723,0.0747627986,34.6681313333,0.105658,1
749,32,0,-377.2222192475,469.5274621884,183011.5916942271,183011.5916942271,-0.2186914486,0.2722046466,272.4785964568,0.3548,0
749,13,0,-377.2222192475,469.5274621884,183011.5916942271,183011.5916942271,-0.0975176031,0.2247103578,225.1124687639,0.105658,-1
749,-13,0,-377.2222192475,469.5274621884,183011.5916942271,183011.5916942271,-0.1211738455,0.0474942888,47.3661276801,0.105658,1
750,32,0,-169.0283086636,193.8292374282,679724.3289392338,679724.3289392338,-0.1116411294,0.1280218393,310.4292483712,0.3548,0
750,13,0,-169.0283086636,193.8292374282,679724.3289392338,679724.3289392338,0.0719702871,0.1238118782,162.5751466133,0.105658,-1
750,-13,0,-169.0283086636,193.8292374282,679724.3289392338,679724.3289392338,-0.1836114165,0.0042099611,147.8541017692,0.105658,1
751,32,0,-243.9226226005,519.75045253,816597.2540375928,816597.2540375928,-0.0753671589,0.1605923817,145.2204977292,0.3548,0
751,13,0,-243.9226226005,519.75045253,816597.2540375928,816597.2540375928,-0.1249831725,0.195336875,117.2069355985,0.105658,-1
751,-13,0,-243.9226226005,519.75045253,816597.2540375928,816597.2540375928,0.0496160136,-0.0347444933,28.0135621305,0.105658,1
752,32,0,-233.6060170724,303.7214314799,608861.0000133022,608861.0000133022,-0.1259790491,0.1637908886,253.4615923871,0.3548,0
752,13,0,-233.6060170724,303.7214314799,608861.0000133022,608861.0000133022,-0.086191662,0.0334749136,201.0350360709,0.1056579999,-1
752,-13,0,-233.6060170724,303.7214314799,608861.0000133022,608861.0000133022,-0.0397873871,0.130315975,52.4265563195,0.105658,1
753,32,0,-169.0283086636,193.8292374282,512291.6292903374,512291.6292903374,-0.1116411294,0.1280218393,310.4292483712,0.3548,0
753,13,0,-169.0283086636,193.8292374282,512291.6292903374,512291.6292903374,-0.0063153123,0.1841639262,124.7808052682,0.105658,-1
753,-13,0,-169.0283086636,193.8292374282,512291.6292903374,512291.6292903374,-0.105325817,-0.0561420868,185.6484431144,0.105658,1
754,32,0,-381.7373102293,328.3124887809,68509.6508362455,68509.6508362455,-0.0684267657,0.0588503171,84.2479344614,0.3548,0
754,13,0,-381.7373102293,328.3124887809,68509.6508362455,68509.6508362455,0.0678219483,0.0335338482,61.1492715404,0.105658,-1
